incident_id,datetime,road_code,road_name,direction,severity,incident_type,weather_related,clearance_minutes,speed_at_accident,volume_at_accident,density_at_accident,time_diff_minutes,hour,day_of_week,is_weekend,is_peak_hour,has_accident
ACC_2022_08320,2022-06-05 08:50:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,Yes,29,89.0,108,1.2134831460674158,10.0,8,6,1,1,1
ACC_2022_06783,2022-06-05 18:06:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,34,106.0,275,2.5943396226415096,6.0,18,6,1,1,1
ACC_2022_08120,2022-06-08 15:06:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,29,121.0,56,0.4628099173553719,6.0,15,2,0,0,1
ACC_2022_07471,2022-06-09 01:08:00,0015a,Maribor HC,Direction A,Minor,Side collision,No,21,120.0,73,0.6083333333333333,8.0,1,3,0,0,1
ACC_2022_07234,2022-06-09 09:04:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,No,60,121.0,134,1.1074380165289257,4.0,9,3,0,1,1
ACC_2022_06211,2022-06-10 07:27:00,0021,Ljubljana Ring,Both,Minor,Side collision,Yes,39,124.0,274,2.2096774193548385,27.0,7,4,0,1,1
ACC_2022_06437,2022-06-10 09:09:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,Yes,30,88.0,182,2.0681818181818183,9.0,9,4,0,1,1
ACC_2022_05410,2022-06-11 09:54:00,0021,Ljubljana Ring,Both,Major,Single vehicle accident,No,64,140.0,300,2.142857142857143,6.0,9,5,1,1,1
ACC_2022_08108,2022-06-11 10:31:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,55,86.0,55,0.6395348837209303,29.0,10,5,1,0,1
ACC_2022_06450,2022-06-12 14:14:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,No,34,101.0,250,2.4752475247524752,14.0,14,6,1,0,1
ACC_2022_08354,2022-06-13 01:43:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,Yes,40,102.0,116,1.1372549019607843,17.0,1,0,0,0,1
ACC_2022_05525,2022-06-14 09:15:00,0021,Ljubljana Ring,Direction B,Minor,Multi-vehicle accident,No,31,102.0,131,1.2843137254901962,15.0,9,1,0,1,1
ACC_2022_06309,2022-06-14 17:26:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,27,105.0,392,3.7333333333333334,26.0,17,1,0,1,1
ACC_2022_08365,2022-06-15 08:51:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,43,86.0,174,2.0232558139534884,9.0,8,2,0,1,1
ACC_2022_05562,2022-06-15 14:20:00,0016a,Maliska HC,Direction A,Minor,Side collision,No,32,88.0,84,0.9545454545454546,20.0,14,2,0,0,1
ACC_2022_08300,2022-06-16 09:29:00,0015a,Maribor HC,Direction A,Minor,Side collision,No,41,72.0,86,1.1944444444444444,29.0,9,3,0,1,1
ACC_2022_06312,2022-06-16 16:07:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,34,116.0,247,2.1293103448275863,7.0,16,3,0,1,1
ACC_2022_08055,2022-06-16 22:03:00,0015a,Maribor HC,Direction A,Minor,Rear-end collision,No,56,131.0,147,1.1221374045801527,3.0,22,3,0,0,1
ACC_2022_07780,2022-06-17 07:53:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,Yes,59,108.0,518,4.796296296296297,7.0,7,4,0,1,1
ACC_2022_06007,2022-06-17 17:57:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,No,48,91.0,81,0.8901098901098901,3.0,17,4,0,1,1
ACC_2022_06506,2022-06-19 17:30:00,0015a,Maribor HC,Direction B,Minor,Multi-vehicle accident,No,29,80.0,423,5.2875,30.0,17,6,1,1,1
ACC_2022_05379,2022-06-20 07:49:00,0015a,Maribor HC,Both,Major,Side collision,No,107,80.0,417,5.2125,11.0,7,0,0,1,1
ACC_2022_08060,2022-06-21 14:20:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,No,57,126.0,69,0.5476190476190477,20.0,14,1,0,0,1
ACC_2022_06322,2022-06-22 07:41:00,0021,Ljubljana Ring,Direction A,Minor,Multi-vehicle accident,Yes,37,111.0,166,1.4954954954954955,19.0,7,2,0,1,1
ACC_2022_07675,2022-06-22 07:52:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,No,60,111.0,244,2.1981981981981984,8.0,7,2,0,1,1
ACC_2022_07052,2022-06-22 09:59:00,0021,Ljubljana Ring,Both,Minor,Side collision,No,43,119.0,134,1.1260504201680672,1.0,9,2,0,1,1
ACC_2022_08023,2022-06-23 01:09:00,0015a,Maribor HC,Both,Minor,Rear-end collision,No,49,111.0,261,2.3513513513513513,9.0,1,3,0,0,1
ACC_2022_07126,2022-06-23 14:02:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,Yes,58,133.0,256,1.9248120300751879,2.0,14,3,0,0,1
ACC_2022_06672,2022-06-23 15:08:00,0015a,Maribor HC,Direction B,Minor,Single vehicle accident,Yes,39,92.0,130,1.4130434782608696,8.0,15,3,0,0,1
ACC_2022_06503,2022-06-23 16:03:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,No,31,119.0,45,0.37815126050420167,3.0,16,3,0,1,1
ACC_2022_07241,2022-06-24 02:16:00,0015a,Maribor HC,Both,Minor,Single vehicle accident,No,35,89.0,263,2.955056179775281,16.0,2,4,0,0,1
ACC_2022_06908,2022-06-24 08:25:00,0015a,Maribor HC,Both,Minor,Rear-end collision,No,50,103.0,337,3.2718446601941746,25.0,8,4,0,1,1
ACC_2022_06256,2022-06-24 08:26:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,No,39,132.0,305,2.3106060606060606,26.0,8,4,0,1,1
ACC_2022_05687,2022-06-24 14:39:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,No,51,74.0,56,0.7567567567567568,21.0,14,4,0,0,1
ACC_2022_07931,2022-06-25 06:17:00,0015a,Maribor HC,Direction A,Minor,Rear-end collision,No,51,119.0,51,0.42857142857142855,17.0,6,5,1,0,1
ACC_2022_07572,2022-06-25 15:39:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,40,85.0,68,0.8,21.0,15,5,1,0,1
ACC_2022_06281,2022-06-27 15:16:00,0015a,Maribor HC,Direction A,Minor,Side collision,No,25,110.0,42,0.38181818181818183,16.0,15,0,0,0,1
ACC_2022_07975,2022-06-28 08:26:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,Yes,52,88.0,169,1.9204545454545454,26.0,8,1,0,1,1
ACC_2022_07647,2022-06-28 17:20:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,No,36,96.0,256,2.6666666666666665,20.0,17,1,0,1,1
ACC_2022_05997,2022-06-30 03:13:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,No,54,111.0,34,0.3063063063063063,13.0,3,3,0,0,1
ACC_2022_06334,2022-06-30 17:04:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,Yes,59,91.0,132,1.4505494505494505,4.0,17,3,0,1,1
ACC_2022_06952,2022-07-01 14:50:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,30,102.0,55,0.5392156862745098,10.0,14,4,0,0,1
ACC_2022_06982,2022-07-02 17:10:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,37,114.0,58,0.5087719298245614,10.0,17,5,1,1,1
ACC_2022_07734,2022-07-03 05:31:00,0015a,Maribor HC,Direction B,Minor,Rear-end collision,No,20,111.0,221,1.990990990990991,29.0,5,6,1,0,1
ACC_2022_06366,2022-07-03 09:08:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,No,53,82.0,311,3.792682926829268,8.0,9,6,1,1,1
ACC_2022_06996,2022-07-05 18:43:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,37,123.0,230,1.8699186991869918,17.0,18,1,0,1,1
ACC_2022_07192,2022-07-05 21:50:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,42,100.0,170,1.7,10.0,21,1,0,0,1
ACC_2022_07816,2022-07-06 08:01:00,0021,Ljubljana Ring,Both,Minor,Side collision,No,60,124.0,476,3.838709677419355,1.0,8,2,0,1,1
ACC_2022_07559,2022-07-07 17:34:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,30,123.0,432,3.5121951219512195,26.0,17,3,0,1,1
ACC_2022_07203,2022-07-08 18:58:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,57,133.0,136,1.0225563909774436,2.0,18,4,0,1,1
ACC_2022_07786,2022-07-08 23:47:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,26,100.0,90,0.9,13.0,23,4,0,0,1
ACC_2022_07250,2022-07-09 07:23:00,0015a,Maribor HC,Direction B,Minor,Multi-vehicle accident,No,53,111.0,383,3.4504504504504503,23.0,7,5,1,1,1
ACC_2022_06978,2022-07-09 15:03:00,0015a,Maribor HC,Direction B,Minor,Single vehicle accident,No,52,125.0,197,1.576,3.0,15,5,1,0,1
ACC_2022_05481,2022-07-09 23:14:00,0015a,Maribor HC,Both,Minor,Single vehicle accident,No,28,98.0,252,2.5714285714285716,14.0,23,5,1,0,1
ACC_2022_06625,2022-07-10 08:51:00,0015a,Maribor HC,Direction B,Minor,Single vehicle accident,No,58,95.0,177,1.8631578947368421,9.0,8,6,1,1,1
ACC_2022_05306,2022-07-10 15:08:00,0021,Ljubljana Ring,Both,Fatal,Side collision,No,214,97.0,408,4.206185567010309,8.0,15,6,1,0,1
ACC_2022_05804,2022-07-12 08:43:00,0015a,Maribor HC,Both,Minor,Multi-vehicle accident,No,28,85.0,332,3.9058823529411764,17.0,8,1,0,1,1
ACC_2022_06051,2022-07-14 16:39:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,No,32,100.0,199,1.99,21.0,16,3,0,1,1
ACC_2022_06079,2022-07-15 09:28:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,No,55,92.0,244,2.652173913043478,28.0,9,4,0,1,1
ACC_2022_06869,2022-07-16 07:23:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,51,73.0,213,2.9178082191780823,23.0,7,5,1,1,1
ACC_2022_06924,2022-07-17 15:11:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,23,101.0,103,1.0198019801980198,11.0,15,6,1,0,1
ACC_2022_07845,2022-07-17 17:36:00,0015a,Maribor HC,Direction B,Minor,Side collision,No,56,92.0,280,3.0434782608695654,24.0,17,6,1,1,1
ACC_2022_06749,2022-07-18 18:38:00,0015b,Maribor HC,Direction B,Minor,Single vehicle accident,Yes,47,94.0,173,1.8404255319148937,22.0,18,0,0,1,1
ACC_2022_05999,2022-07-18 18:45:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,No,22,115.0,131,1.1391304347826088,15.0,18,0,0,1,1
ACC_2022_07892,2022-07-19 10:21:00,0021,Ljubljana Ring,Both,Minor,Multi-vehicle accident,Yes,31,87.0,341,3.9195402298850577,21.0,10,1,0,0,1
ACC_2022_07901,2022-07-19 17:55:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,50,96.0,79,0.8229166666666666,5.0,17,1,0,1,1
ACC_2022_07707,2022-07-20 08:39:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,31,124.0,124,1.0,21.0,8,2,0,1,1
ACC_2022_06643,2022-07-20 09:14:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,No,45,124.0,218,1.7580645161290323,14.0,9,2,0,1,1
ACC_2022_06440,2022-07-20 16:13:00,0021,Ljubljana Ring,Both,Minor,Side collision,No,25,79.0,291,3.6835443037974684,13.0,16,2,0,1,1
ACC_2022_06627,2022-07-20 17:28:00,0015a,Maribor HC,Both,Minor,Side collision,No,36,123.0,427,3.4715447154471546,28.0,17,2,0,1,1
ACC_2022_06140,2022-07-21 08:17:00,0015a,Maribor HC,Direction B,Minor,Single vehicle accident,No,50,88.0,198,2.25,17.0,8,3,0,1,1
ACC_2022_06531,2022-07-21 16:13:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,59,78.0,215,2.7564102564102564,13.0,16,3,0,1,1
ACC_2022_08184,2022-07-22 14:36:00,0016a,Maliska HC,Direction B,Minor,Rear-end collision,No,21,112.0,198,1.7678571428571428,24.0,14,4,0,0,1
ACC_2022_08310,2022-07-23 08:47:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,53,86.0,204,2.372093023255814,13.0,8,5,1,1,1
ACC_2022_06619,2022-07-23 09:59:00,0021,Ljubljana Ring,Both,Minor,Multi-vehicle accident,No,50,81.0,240,2.962962962962963,1.0,9,5,1,1,1
ACC_2022_08338,2022-07-24 16:52:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,Yes,22,119.0,266,2.235294117647059,8.0,16,6,1,1,1
ACC_2022_07414,2022-07-24 23:16:00,0015a,Maribor HC,Direction A,Minor,Side collision,No,24,114.0,74,0.6491228070175439,16.0,23,6,1,0,1
ACC_2022_07871,2022-07-28 14:49:00,0015a,Maribor HC,Both,Minor,Single vehicle accident,No,36,113.0,254,2.247787610619469,11.0,14,3,0,0,1
ACC_2022_05637,2022-07-28 22:40:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,No,52,91.0,277,3.043956043956044,20.0,22,3,0,0,1
ACC_2022_06019,2022-07-30 09:20:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,No,34,100.0,161,1.61,20.0,9,5,1,1,1
ACC_2022_06736,2022-07-30 09:23:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,No,47,100.0,30,0.3,23.0,9,5,1,1,1
ACC_2022_07631,2022-07-30 17:33:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,No,29,109.0,115,1.055045871559633,27.0,17,5,1,1,1
ACC_2022_05979,2022-07-31 09:10:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,No,36,125.0,172,1.376,10.0,9,6,1,1,1
ACC_2022_07522,2022-08-01 20:21:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,No,37,125.0,292,2.336,21.0,20,0,0,0,1
ACC_2022_06745,2022-08-02 17:29:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,No,53,91.0,268,2.9450549450549453,29.0,17,1,0,1,1
ACC_2022_07015,2022-08-03 15:14:00,0021,Ljubljana Ring,Direction B,Minor,Rear-end collision,No,50,78.0,219,2.8076923076923075,14.0,15,2,0,0,1
ACC_2022_07244,2022-08-04 07:32:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,27,108.0,286,2.6481481481481484,28.0,7,3,0,1,1
ACC_2022_07592,2022-08-04 17:44:00,0015a,Maribor HC,Direction B,Minor,Side collision,No,44,137.0,397,2.897810218978102,16.0,17,3,0,1,1
ACC_2022_07354,2022-08-05 09:32:00,0021,Ljubljana Ring,Direction A,Minor,Multi-vehicle accident,No,25,107.0,34,0.3177570093457944,28.0,9,4,0,1,1
ACC_2022_08030,2022-08-05 15:33:00,0015a,Maribor HC,Direction B,Minor,Side collision,No,26,88.0,172,1.9545454545454546,27.0,15,4,0,0,1
ACC_2022_06233,2022-08-05 18:34:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,57,114.0,129,1.131578947368421,26.0,18,4,0,1,1
ACC_2022_06160,2022-08-06 16:32:00,0015a,Maribor HC,Direction A,Minor,Side collision,No,56,106.0,96,0.9056603773584906,28.0,16,5,1,1,1
ACC_2022_07393,2022-08-06 17:01:00,0015a,Maribor HC,Direction A,Minor,Rear-end collision,Yes,25,106.0,96,0.9056603773584906,1.0,17,5,1,1,1
ACC_2022_05386,2022-08-07 14:33:00,0021,Ljubljana Ring,Direction B,Major,Side collision,No,111,125.0,161,1.288,27.0,14,6,1,0,1
ACC_2022_06758,2022-08-07 15:28:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,34,125.0,33,0.264,28.0,15,6,1,0,1
ACC_2022_06623,2022-08-07 16:42:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,25,99.0,144,1.4545454545454546,18.0,16,6,1,1,1
ACC_2022_08173,2022-08-07 18:05:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,46,133.0,66,0.49624060150375937,5.0,18,6,1,1,1
ACC_2022_07589,2022-08-08 09:50:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,No,36,124.0,35,0.28225806451612906,10.0,9,0,0,1,1
ACC_2022_06957,2022-08-08 16:28:00,0021,Ljubljana Ring,Both,Minor,Side collision,No,30,93.0,439,4.720430107526882,28.0,16,0,0,1,1
ACC_2022_06467,2022-08-08 17:26:00,0021,Ljubljana Ring,Both,Minor,Multi-vehicle accident,No,22,92.0,240,2.608695652173913,26.0,17,0,0,1,1
ACC_2022_06177,2022-08-08 18:17:00,0021,Ljubljana Ring,Both,Minor,Multi-vehicle accident,No,53,96.0,289,3.0104166666666665,17.0,18,0,0,1,1
ACC_2022_06895,2022-08-08 18:41:00,0021,Ljubljana Ring,Both,Minor,Side collision,Yes,55,111.0,235,2.1171171171171173,19.0,18,0,0,1,1
ACC_2022_06552,2022-08-09 09:22:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,41,102.0,55,0.5392156862745098,22.0,9,1,0,1,1
ACC_2022_06695,2022-08-09 09:23:00,0021,Ljubljana Ring,Both,Minor,Multi-vehicle accident,No,54,102.0,271,2.656862745098039,23.0,9,1,0,1,1
ACC_2022_06147,2022-08-09 17:20:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,60,110.0,82,0.7454545454545455,20.0,17,1,0,1,1
ACC_2022_07534,2022-08-10 14:09:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,21,86.0,75,0.872093023255814,9.0,14,2,0,0,1
ACC_2022_06216,2022-08-10 16:42:00,0015a,Maribor HC,Direction B,Minor,Single vehicle accident,No,57,116.0,297,2.560344827586207,18.0,16,2,0,1,1
ACC_2022_06397,2022-08-11 07:13:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,37,107.0,48,0.4485981308411215,13.0,7,3,0,1,1
ACC_2022_06939,2022-08-11 16:12:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,50,122.0,262,2.1475409836065573,12.0,16,3,0,1,1
ACC_2022_06344,2022-08-11 16:41:00,0015a,Maribor HC,Direction A,Minor,Rear-end collision,No,28,91.0,114,1.2527472527472527,19.0,16,3,0,1,1
ACC_2022_07330,2022-08-11 18:43:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,Yes,50,93.0,101,1.086021505376344,17.0,18,3,0,1,1
ACC_2022_06452,2022-08-12 15:43:00,0016a,Maliska HC,Direction B,Minor,Rear-end collision,No,44,88.0,287,3.2613636363636362,17.0,15,4,0,0,1
ACC_2022_06012,2022-08-13 07:59:00,0015a,Maribor HC,Direction A,Minor,Single vehicle accident,No,23,75.0,186,2.48,1.0,7,5,1,1,1
ACC_2022_07214,2022-08-14 15:53:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,37,127.0,145,1.141732283464567,7.0,15,6,1,0,1
ACC_2022_07039,2022-08-15 07:48:00,0021,Ljubljana Ring,Both,Minor,Side collision,Yes,20,86.0,506,5.883720930232558,12.0,7,0,0,1,1
ACC_2022_06936,2022-08-16 07:57:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,48,103.0,193,1.8737864077669903,3.0,7,1,0,1,1
ACC_2022_05885,2022-08-17 17:32:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,45,86.0,383,4.453488372093023,28.0,17,2,0,1,1
ACC_2022_06323,2022-08-18 08:28:00,0021,Ljubljana Ring,Both,Minor,Side collision,Yes,43,93.0,382,4.10752688172043,28.0,8,3,0,1,1
ACC_2022_07157,2022-08-18 16:43:00,0021,Ljubljana Ring,Both,Minor,Side collision,No,35,111.0,385,3.4684684684684686,17.0,16,3,0,1,1
ACC_2022_06286,2022-08-19 17:27:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,Yes,20,125.0,169,1.352,27.0,17,4,0,1,1
ACC_2022_07569,2022-08-20 07:27:00,0015a,Maribor HC,Both,Minor,Single vehicle accident,No,47,84.0,323,3.8452380952380953,27.0,7,5,1,1,1
ACC_2022_06587,2022-08-20 09:07:00,0021,Ljubljana Ring,Direction A,Minor,Multi-vehicle accident,No,35,108.0,78,0.7222222222222222,7.0,9,5,1,1,1
ACC_2022_05731,2022-08-20 17:58:00,0015a,Maribor HC,Direction A,Minor,Rear-end collision,No,31,92.0,127,1.3804347826086956,2.0,17,5,1,1,1
ACC_2022_07156,2022-08-20 18:07:00,0015a,Maribor HC,Both,Minor,Single vehicle accident,No,52,92.0,386,4.195652173913044,7.0,18,5,1,1,1
ACC_2022_08027,2022-08-21 20:19:00,0015a,Maribor HC,Direction A,Minor,Multi-vehicle accident,No,49,118.0,74,0.6271186440677966,19.0,20,6,1,0,1
ACC_2022_08021,2022-08-22 08:40:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,29,98.0,370,3.7755102040816326,20.0,8,0,0,1,1
ACC_2022_07055,2022-08-23 17:36:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,Yes,21,89.0,201,2.258426966292135,24.0,17,1,0,1,1
ACC_2022_07886,2022-08-24 02:29:00,0015a,Maribor HC,Both,Minor,Rear-end collision,No,54,90.0,263,2.922222222222222,29.0,2,2,0,0,1
ACC_2022_06125,2022-08-24 21:12:00,0015a,Maribor HC,Direction A,Minor,Single vehicle accident,No,50,122.0,144,1.180327868852459,12.0,21,2,0,0,1
ACC_2022_05744,2022-08-25 14:08:00,0015b,Maribor HC,Both,Minor,Rear-end collision,No,45,107.0,189,1.766355140186916,8.0,14,3,0,0,1
ACC_2022_07057,2022-08-25 14:52:00,0015a,Maribor HC,Direction B,Minor,Side collision,No,60,85.0,228,2.6823529411764704,8.0,14,3,0,0,1
ACC_2022_08236,2022-08-25 15:56:00,0021,Ljubljana Ring,Direction B,Minor,Multi-vehicle accident,No,31,118.0,188,1.5932203389830508,4.0,15,3,0,0,1
ACC_2022_08379,2022-08-28 07:05:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,53,100.0,250,2.5,5.0,7,6,1,1,1
ACC_2022_07512,2022-08-28 07:46:00,0016a,Maliska HC,Direction B,Minor,Rear-end collision,No,55,117.0,315,2.6923076923076925,14.0,7,6,1,1,1
ACC_2022_05965,2022-08-28 17:27:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,Yes,53,120.0,180,1.5,27.0,17,6,1,1,1
ACC_2022_06058,2022-08-29 07:34:00,0021,Ljubljana Ring,Both,Minor,Side collision,No,49,87.0,604,6.942528735632184,26.0,7,0,0,1,1
ACC_2022_06175,2022-08-29 18:04:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,27,86.0,323,3.755813953488372,4.0,18,0,0,1,1
ACC_2022_05315,2022-08-30 08:13:00,0021,Ljubljana Ring,Direction A,Major,Rear-end collision,Yes,99,90.0,151,1.6777777777777778,13.0,8,1,0,1,1
ACC_2022_06436,2022-08-30 17:40:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,Yes,55,72.0,184,2.5555555555555554,20.0,17,1,0,1,1
ACC_2022_06871,2022-08-30 18:18:00,0021,Ljubljana Ring,Both,Minor,Multi-vehicle accident,Yes,21,72.0,386,5.361111111111111,18.0,18,1,0,1,1
ACC_2022_06661,2022-08-30 19:40:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,25,121.0,155,1.28099173553719,20.0,19,1,0,0,1
ACC_2022_08152,2022-08-31 00:49:00,0015a,Maribor HC,Direction A,Minor,Side collision,No,23,116.0,150,1.293103448275862,11.0,0,2,0,0,1
ACC_2022_06094,2022-09-02 05:55:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,Yes,59,108.0,202,1.8703703703703705,5.0,5,4,0,0,1
ACC_2022_05531,2022-09-02 12:05:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,43,87.0,147,1.6896551724137931,5.0,12,4,0,0,1
ACC_2022_08093,2022-09-02 16:15:00,0021,Ljubljana Ring,Both,Minor,Single vehicle accident,No,51,124.0,292,2.3548387096774195,15.0,16,4,0,1,1
ACC_2022_06357,2022-09-03 08:40:00,0021,Ljubljana Ring,Direction B,Minor,Multi-vehicle accident,No,48,117.0,145,1.2393162393162394,20.0,8,5,1,1,1
ACC_2022_07848,2022-09-04 05:26:00,0021,Ljubljana Ring,Direction A,Minor,Rear-end collision,No,43,112.0,82,0.7321428571428571,26.0,5,6,1,0,1
ACC_2022_05616,2022-09-04 14:58:00,0015a,Maribor HC,Direction A,Minor,Side collision,No,48,95.0,144,1.5157894736842106,2.0,14,6,1,0,1
ACC_2022_07875,2022-09-05 08:18:00,0021,Ljubljana Ring,Direction B,Minor,Multi-vehicle accident,No,27,108.0,334,3.0925925925925926,18.0,8,0,0,1,1
ACC_2022_06791,2022-09-06 14:19:00,0015a,Maribor HC,Direction B,Minor,Side collision,Yes,25,99.0,147,1.4848484848484849,19.0,14,1,0,0,1
ACC_2022_05874,2022-09-07 14:44:00,0015a,Maribor HC,Direction A,Minor,Single vehicle accident,No,33,95.0,48,0.5052631578947369,16.0,14,2,0,0,1
ACC_2022_06548,2022-09-07 15:16:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,57,109.0,271,2.4862385321100917,16.0,15,2,0,0,1
ACC_2022_06708,2022-09-07 16:46:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,No,28,128.0,199,1.5546875,14.0,16,2,0,1,1
ACC_2022_05870,2022-09-08 07:08:00,0021,Ljubljana Ring,Direction B,Minor,Single vehicle accident,No,48,130.0,232,1.7846153846153847,8.0,7,3,0,1,1
ACC_2022_05833,2022-09-08 09:06:00,0015a,Maribor HC,Direction B,Minor,Side collision,No,41,127.0,110,0.8661417322834646,6.0,9,3,0,1,1
ACC_2022_06434,2022-09-09 09:25:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,21,107.0,125,1.1682242990654206,25.0,9,4,0,1,1
ACC_2022_07461,2022-09-09 09:35:00,0021,Ljubljana Ring,Direction B,Minor,Side collision,No,34,95.0,242,2.5473684210526315,25.0,9,4,0,1,1
ACC_2022_06788,2022-09-10 07:55:00,0015a,Maribor HC,Direction A,Minor,Single vehicle accident,No,25,85.0,105,1.2352941176470589,5.0,7,5,1,1,1
ACC_2022_07585,2022-09-10 09:32:00,0021,Ljubljana Ring,Both,Minor,Rear-end collision,Yes,34,112.0,203,1.8125,28.0,9,5,1,1,1
ACC_2022_07549,2022-09-10 09:49:00,0015a,Maribor HC,Direction A,Minor,Side collision,No,28,89.0,37,0.4157303370786517,11.0,9,5,1,1,1
ACC_2022_07415,2022-09-13 08:42:00,0021,Ljubljana Ring,Both,Minor,Side collision,No,55,93.0,119,1.2795698924731183,18.0,8,1,0,1,1
ACC_2022_06542,2022-09-13 08:53:00,0015a,Maribor HC,Direction B,Minor,Rear-end collision,No,24,125.0,248,1.984,7.0,8,1,0,1,1
ACC_2022_07217,2022-09-15 09:17:00,0021,Ljubljana Ring,Direction A,Minor,Single vehicle accident,No,23,102.0,130,1.2745098039215685,17.0,9,3,0,1,1
ACC_2022_08171,2022-09-16 08:43:00,0015a,Maribor HC,Direction B,Minor,Single vehicle accident,No,39,81.0,191,2.3580246913580245,17.0,8,4,0,1,1
ACC_2022_07447,2022-09-16 11:35:00,0021,Ljubljana Ring,Direction A,Minor,Side collision,No,27,105.0,142,1.3523809523809525,25.0,11,4,0,0,1
