incident_id,date,time,road_code,road_name,km_marker,direction,incident_type,severity,vehicles_involved,clearance_minutes,weather_related,note
ACC_2023_09802,2023-02-15,16:12,0031,Koper-Ljubljana,21.5,Direction A,Side collision,Minor,2,52,No,Based on Slovenian Police statistics
ACC_2023_09999,2023-02-15,17:26,0051,Ljubljana-Celje,28.5,Direction B,Side collision,Minor,2,26,No,Based on Slovenian Police statistics
ACC_2023_08954,2023-02-15,18:20,0021,Ljubljana Ring,46.8,Both,Single vehicle accident,Minor,1,21,No,Based on Slovenian Police statistics
ACC_2023_09625,2023-02-16,07:09,0051,Ljubljana-Celje,37.0,Both,Single vehicle accident,Minor,1,59,No,Based on Slovenian Police statistics
ACC_2023_09445,2023-02-16,08:20,0021,Ljubljana Ring,42.4,Direction B,Single vehicle accident,Minor,1,47,Yes,Based on Slovenian Police statistics
ACC_2023_10286,2023-02-16,08:28,0071,Ljubljana-Kranj,0.7,Direction B,Side collision,Minor,2,35,No,Based on Slovenian Police statistics
ACC_2023_10322,2023-02-16,08:50,0031,Koper-Ljubljana,7.3,Direction A,Rear-end collision,Minor,2,50,No,Based on Slovenian Police statistics
ACC_2023_10592,2023-02-16,10:18,0041,Celje-Maribor,36.5,Both,Single vehicle accident,Minor,1,29,No,Based on Slovenian Police statistics
ACC_2023_10943,2023-02-16,14:03,0031,Koper-Ljubljana,30.0,Direction A,Side collision,Minor,2,49,No,Based on Slovenian Police statistics
ACC_2023_09070,2023-02-16,14:18,0071,Ljubljana-Kranj,26.3,Direction B,Rear-end collision,Minor,2,45,No,Based on Slovenian Police statistics
ACC_2023_08991,2023-02-16,15:01,0031,Koper-Ljubljana,30.6,Direction B,Multi-vehicle accident,Minor,3,32,No,Based on Slovenian Police statistics
ACC_2023_09778,2023-02-16,15:20,0016a,Maliska HC,8.6,Direction B,Multi-vehicle accident,Minor,3,43,No,Based on Slovenian Police statistics
ACC_2023_10602,2023-02-16,15:39,0031,Koper-Ljubljana,45.7,Direction B,Single vehicle accident,Minor,1,35,Yes,Based on Slovenian Police statistics
ACC_2023_10058,2023-02-16,16:24,0171,Bled-Austria Border,44.5,Both,Rear-end collision,Minor,2,54,No,Based on Slovenian Police statistics
ACC_2023_10753,2023-02-16,17:41,0021,Ljubljana Ring,24.8,Both,Single vehicle accident,Minor,1,43,No,Based on Slovenian Police statistics
ACC_2023_10394,2023-02-16,18:10,0021,Ljubljana Ring,20.3,Direction B,Side collision,Minor,2,21,No,Based on Slovenian Police statistics
ACC_2023_09169,2023-02-17,05:16,0031,Koper-Ljubljana,16.6,Both,Single vehicle accident,Minor,1,20,No,Based on Slovenian Police statistics
ACC_2023_09302,2023-02-17,07:25,0021,Ljubljana Ring,6.5,Direction A,Side collision,Minor,2,58,No,Based on Slovenian Police statistics
ACC_2023_10209,2023-02-17,09:02,0071,Ljubljana-Kranj,42.6,Both,Single vehicle accident,Minor,1,51,Yes,Based on Slovenian Police statistics
ACC_2023_09313,2023-02-17,13:00,0091,Novo Mesto-Ljubljana,49.3,Both,Single vehicle accident,Minor,1,44,No,Based on Slovenian Police statistics
ACC_2023_09105,2023-02-17,15:17,0071,Ljubljana-Kranj,13.4,Direction A,Multi-vehicle accident,Minor,3,30,No,Based on Slovenian Police statistics
ACC_2023_11154,2023-02-17,16:26,0051,Ljubljana-Celje,19.8,Direction B,Side collision,Minor,2,46,No,Based on Slovenian Police statistics
ACC_2023_10079,2023-02-17,16:31,0071,Ljubljana-Kranj,48.1,Both,Side collision,Minor,2,60,No,Based on Slovenian Police statistics
ACC_2023_09104,2023-02-17,16:35,0091,Novo Mesto-Ljubljana,28.6,Direction A,Single vehicle accident,Minor,1,36,No,Based on Slovenian Police statistics
ACC_2023_09508,2023-02-17,16:45,0041,Celje-Maribor,12.8,Direction A,Rear-end collision,Minor,2,34,No,Based on Slovenian Police statistics
ACC_2023_10687,2023-02-17,17:14,0051,Ljubljana-Celje,12.3,Direction A,Single vehicle accident,Minor,1,43,No,Based on Slovenian Police statistics
ACC_2023_10188,2023-02-17,18:59,0161,Koper Port,2.0,Direction B,Multi-vehicle accident,Minor,3,57,No,Based on Slovenian Police statistics
ACC_2023_08672,2023-02-18,01:01,0071,Ljubljana-Kranj,44.5,Direction A,Side collision,Minor,2,26,No,Based on Slovenian Police statistics
ACC_2023_11216,2023-02-18,07:19,0031,Koper-Ljubljana,26.3,Direction B,Rear-end collision,Minor,2,43,No,Based on Slovenian Police statistics
ACC_2023_09502,2023-02-18,07:27,0091,Novo Mesto-Ljubljana,5.3,Direction B,Rear-end collision,Minor,2,42,No,Based on Slovenian Police statistics
ACC_2023_09312,2023-02-18,09:10,0051,Ljubljana-Celje,44.8,Both,Side collision,Minor,2,54,No,Based on Slovenian Police statistics
ACC_2023_10958,2023-02-18,09:16,0091,Novo Mesto-Ljubljana,37.2,Direction B,Side collision,Minor,2,47,No,Based on Slovenian Police statistics
ACC_2023_10003,2023-02-18,10:18,0071,Ljubljana-Kranj,17.8,Both,Side collision,Minor,2,24,No,Based on Slovenian Police statistics
ACC_2023_09114,2023-02-18,16:00,0051,Ljubljana-Celje,35.6,Direction B,Rear-end collision,Minor,2,43,No,Based on Slovenian Police statistics
ACC_2023_09262,2023-02-18,18:26,0021,Ljubljana Ring,20.3,Both,Rear-end collision,Minor,2,23,Yes,Based on Slovenian Police statistics
ACC_2023_09408,2023-02-19,07:31,0021,Ljubljana Ring,8.7,Both,Side collision,Minor,2,47,No,Based on Slovenian Police statistics
ACC_2023_09476,2023-02-19,08:45,0015a,Maribor HC,0.7,Direction A,Side collision,Minor,2,22,No,Based on Slovenian Police statistics
ACC_2023_09337,2023-02-19,14:23,0041,Celje-Maribor,1.2,Both,Multi-vehicle accident,Minor,3,53,No,Based on Slovenian Police statistics
ACC_2023_10838,2023-02-19,16:41,0161,Koper Port,18.8,Direction B,Rear-end collision,Minor,2,47,Yes,Based on Slovenian Police statistics
ACC_2023_08594,2023-02-19,17:31,0061,Maribor-Ptuj,19.7,Both,Single vehicle accident,Minor,1,37,No,Based on Slovenian Police statistics
ACC_2023_10104,2023-02-19,18:00,0051,Ljubljana-Celje,16.5,Direction A,Single vehicle accident,Minor,1,28,No,Based on Slovenian Police statistics
ACC_2023_09969,2023-02-19,18:07,0171,Bled-Austria Border,9.7,Both,Rear-end collision,Minor,2,35,No,Based on Slovenian Police statistics
ACC_2023_09237,2023-02-20,07:39,0071,Ljubljana-Kranj,1.2,Both,Single vehicle accident,Minor,1,24,No,Based on Slovenian Police statistics
ACC_2023_10376,2023-02-20,07:43,0021,Ljubljana Ring,31.8,Direction A,Side collision,Minor,2,22,No,Based on Slovenian Police statistics
ACC_2023_10519,2023-02-20,07:44,0091,Novo Mesto-Ljubljana,7.2,Direction A,Side collision,Minor,2,59,No,Based on Slovenian Police statistics
ACC_2023_09855,2023-02-20,07:47,0011,Bertoki HC,49.1,Direction A,Rear-end collision,Minor,2,24,No,Based on Slovenian Police statistics
ACC_2023_09757,2023-02-20,08:04,0031,Koper-Ljubljana,11.4,Both,Rear-end collision,Minor,2,31,No,Based on Slovenian Police statistics
ACC_2023_10328,2023-02-20,08:45,0031,Koper-Ljubljana,21.3,Direction A,Rear-end collision,Minor,2,38,No,Based on Slovenian Police statistics
ACC_2023_08750,2023-02-20,09:33,0071,Ljubljana-Kranj,24.6,Both,Side collision,Minor,2,28,No,Based on Slovenian Police statistics
ACC_2023_10389,2023-02-20,09:35,0011,Bertoki HC,37.8,Direction B,Side collision,Minor,2,37,No,Based on Slovenian Police statistics
ACC_2023_10585,2023-02-21,06:56,0021,Ljubljana Ring,38.0,Direction B,Side collision,Minor,2,30,No,Based on Slovenian Police statistics
ACC_2023_11224,2023-02-21,08:23,0061,Maribor-Ptuj,39.6,Direction A,Rear-end collision,Minor,2,58,No,Based on Slovenian Police statistics
ACC_2023_10749,2023-02-21,14:33,0051,Ljubljana-Celje,47.9,Both,Single vehicle accident,Minor,1,49,No,Based on Slovenian Police statistics
ACC_2023_09842,2023-02-21,14:57,0015b,Maribor HC,38.2,Direction B,Rear-end collision,Minor,2,28,Yes,Based on Slovenian Police statistics
ACC_2023_08770,2023-02-21,17:58,0071,Ljubljana-Kranj,48.5,Both,Single vehicle accident,Minor,1,48,No,Based on Slovenian Police statistics
ACC_2023_10062,2023-02-21,18:05,0071,Ljubljana-Kranj,11.2,Direction A,Rear-end collision,Minor,2,34,No,Based on Slovenian Police statistics
ACC_2023_09227,2023-02-22,04:07,0051,Ljubljana-Celje,42.5,Both,Side collision,Minor,2,31,No,Based on Slovenian Police statistics
ACC_2023_08905,2023-02-22,07:34,0041,Celje-Maribor,16.8,Both,Single vehicle accident,Minor,1,21,No,Based on Slovenian Police statistics
ACC_2023_10122,2023-02-22,14:53,0031,Koper-Ljubljana,22.2,Direction A,Rear-end collision,Minor,2,46,No,Based on Slovenian Police statistics
ACC_2023_11032,2023-02-22,15:51,0071,Ljubljana-Kranj,1.4,Direction A,Side collision,Minor,2,36,No,Based on Slovenian Police statistics
ACC_2023_08729,2023-02-22,17:44,0051,Ljubljana-Celje,25.8,Both,Single vehicle accident,Minor,1,27,No,Based on Slovenian Police statistics
ACC_2023_09561,2023-02-22,23:26,0015a,Maribor HC,24.0,Direction A,Rear-end collision,Minor,2,49,Yes,Based on Slovenian Police statistics
ACC_2023_09634,2023-02-23,00:53,0041,Celje-Maribor,45.3,Direction B,Side collision,Minor,2,35,No,Based on Slovenian Police statistics
ACC_2023_10365,2023-02-23,07:03,0071,Ljubljana-Kranj,31.1,Direction A,Multi-vehicle accident,Minor,3,40,No,Based on Slovenian Police statistics
ACC_2023_08909,2023-02-23,08:05,0021,Ljubljana Ring,45.4,Direction A,Multi-vehicle accident,Minor,3,57,No,Based on Slovenian Police statistics
ACC_2023_10278,2023-02-23,11:15,0015a,Maribor HC,1.5,Direction B,Rear-end collision,Minor,2,26,Yes,Based on Slovenian Police statistics
ACC_2023_10757,2023-02-23,15:32,0031,Koper-Ljubljana,9.0,Direction B,Rear-end collision,Minor,2,46,No,Based on Slovenian Police statistics
ACC_2023_09085,2023-02-23,15:41,0031,Koper-Ljubljana,27.2,Direction B,Side collision,Minor,2,41,No,Based on Slovenian Police statistics
ACC_2023_09231,2023-02-23,17:07,0021,Ljubljana Ring,13.7,Direction A,Rear-end collision,Minor,2,29,No,Based on Slovenian Police statistics
ACC_2023_10652,2023-02-23,18:29,0015a,Maribor HC,31.2,Both,Side collision,Minor,2,46,No,Based on Slovenian Police statistics
ACC_2023_09089,2023-02-24,08:02,0031,Koper-Ljubljana,27.1,Direction A,Multi-vehicle accident,Minor,3,36,No,Based on Slovenian Police statistics
ACC_2023_09858,2023-02-24,09:04,0021,Ljubljana Ring,47.8,Direction B,Rear-end collision,Minor,2,27,No,Based on Slovenian Police statistics
ACC_2023_08781,2023-02-24,09:05,0071,Ljubljana-Kranj,31.8,Direction A,Single vehicle accident,Minor,1,45,No,Based on Slovenian Police statistics
ACC_2023_11122,2023-02-24,09:37,0031,Koper-Ljubljana,14.8,Both,Multi-vehicle accident,Minor,3,45,No,Based on Slovenian Police statistics
ACC_2023_10194,2023-02-24,13:17,0161,Koper Port,19.8,Direction A,Single vehicle accident,Minor,1,57,No,Based on Slovenian Police statistics
ACC_2023_11144,2023-02-24,14:30,0171,Bled-Austria Border,12.8,Both,Side collision,Minor,2,26,No,Based on Slovenian Police statistics
ACC_2023_10654,2023-02-24,17:25,0021,Ljubljana Ring,4.3,Direction B,Rear-end collision,Minor,2,43,No,Based on Slovenian Police statistics
ACC_2023_10872,2023-02-24,17:28,0041,Celje-Maribor,39.0,Direction A,Side collision,Minor,2,25,No,Based on Slovenian Police statistics
ACC_2023_11126,2023-02-25,02:20,0091,Novo Mesto-Ljubljana,24.5,Both,Side collision,Minor,2,33,No,Based on Slovenian Police statistics
ACC_2023_08574,2023-02-25,07:22,0031,Koper-Ljubljana,8.5,Both,Single vehicle accident,Minor,1,39,No,Based on Slovenian Police statistics
ACC_2023_09301,2023-02-25,09:56,0031,Koper-Ljubljana,22.7,Direction B,Rear-end collision,Minor,2,41,No,Based on Slovenian Police statistics
ACC_2023_11226,2023-02-25,13:05,0051,Ljubljana-Celje,21.5,Direction B,Single vehicle accident,Minor,1,20,No,Based on Slovenian Police statistics
ACC_2023_08492,2023-02-25,14:00,0071,Ljubljana-Kranj,0.1,Both,Single vehicle accident,Major,1,107,No,Based on Slovenian Police statistics
ACC_2023_09238,2023-02-25,16:48,0071,Ljubljana-Kranj,42.7,Both,Single vehicle accident,Minor,1,52,No,Based on Slovenian Police statistics
ACC_2023_10985,2023-02-25,17:04,0031,Koper-Ljubljana,24.9,Direction A,Side collision,Minor,2,35,No,Based on Slovenian Police statistics
ACC_2023_09407,2023-02-25,17:46,0031,Koper-Ljubljana,43.9,Direction A,Side collision,Minor,2,52,No,Based on Slovenian Police statistics
ACC_2023_08830,2023-02-25,18:14,0031,Koper-Ljubljana,25.8,Direction A,Rear-end collision,Minor,2,28,No,Based on Slovenian Police statistics
ACC_2023_08630,2023-02-26,04:05,0091,Novo Mesto-Ljubljana,37.2,Direction B,Rear-end collision,Minor,2,21,No,Based on Slovenian Police statistics
ACC_2023_09785,2023-02-26,07:51,0021,Ljubljana Ring,18.1,Direction A,Single vehicle accident,Minor,1,52,No,Based on Slovenian Police statistics
ACC_2023_09543,2023-02-26,16:14,0051,Ljubljana-Celje,42.6,Both,Rear-end collision,Minor,2,46,Yes,Based on Slovenian Police statistics
ACC_2023_09068,2023-02-26,16:40,0021,Ljubljana Ring,16.1,Direction A,Side collision,Minor,2,50,No,Based on Slovenian Police statistics
ACC_2023_10235,2023-02-26,18:17,0171,Bled-Austria Border,2.4,Both,Multi-vehicle accident,Minor,3,31,No,Based on Slovenian Police statistics
ACC_2023_08665,2023-02-26,18:28,0021,Ljubljana Ring,26.5,Direction B,Rear-end collision,Minor,2,38,No,Based on Slovenian Police statistics
ACC_2023_10152,2023-02-27,07:10,0031,Koper-Ljubljana,34.1,Direction B,Side collision,Minor,2,33,No,Based on Slovenian Police statistics
ACC_2023_11047,2023-02-27,08:15,0071,Ljubljana-Kranj,39.9,Direction A,Side collision,Minor,2,42,No,Based on Slovenian Police statistics
ACC_2023_09617,2023-02-27,17:20,0091,Novo Mesto-Ljubljana,2.7,Both,Single vehicle accident,Minor,1,28,No,Based on Slovenian Police statistics
ACC_2023_09737,2023-02-27,18:11,0091,Novo Mesto-Ljubljana,3.9,Both,Single vehicle accident,Minor,1,55,No,Based on Slovenian Police statistics
ACC_2023_08876,2023-02-28,03:29,0071,Ljubljana-Kranj,39.9,Direction A,Side collision,Minor,2,30,No,Based on Slovenian Police statistics
ACC_2023_10025,2023-02-28,07:01,0091,Novo Mesto-Ljubljana,36.6,Both,Single vehicle accident,Minor,1,43,No,Based on Slovenian Police statistics
ACC_2023_10955,2023-02-28,07:25,0161,Koper Port,42.5,Both,Side collision,Minor,2,31,No,Based on Slovenian Police statistics
ACC_2023_10117,2023-02-28,08:56,0071,Ljubljana-Kranj,18.2,Direction A,Rear-end collision,Minor,2,45,No,Based on Slovenian Police statistics
ACC_2023_08789,2023-02-28,09:58,0071,Ljubljana-Kranj,33.2,Direction B,Rear-end collision,Minor,2,48,No,Based on Slovenian Police statistics
ACC_2023_11134,2023-02-28,14:39,0091,Novo Mesto-Ljubljana,49.2,Direction A,Single vehicle accident,Minor,1,50,No,Based on Slovenian Police statistics
ACC_2023_10338,2023-02-28,16:08,0051,Ljubljana-Celje,41.3,Both,Single vehicle accident,Minor,1,27,No,Based on Slovenian Police statistics
ACC_2023_10514,2023-02-28,16:23,0051,Ljubljana-Celje,26.0,Both,Rear-end collision,Minor,2,51,No,Based on Slovenian Police statistics
ACC_2023_10697,2023-02-28,17:05,0111,Ljubljana-Novo Mesto,22.0,Both,Single vehicle accident,Minor,1,38,No,Based on Slovenian Police statistics
ACC_2023_10276,2023-02-28,17:16,0021,Ljubljana Ring,5.3,Direction A,Single vehicle accident,Minor,1,29,No,Based on Slovenian Police statistics
ACC_2023_09879,2023-02-28,18:22,0091,Novo Mesto-Ljubljana,44.1,Direction B,Side collision,Minor,2,34,No,Based on Slovenian Police statistics
ACC_2023_10530,2023-02-28,18:26,0071,Ljubljana-Kranj,37.5,Both,Rear-end collision,Minor,2,27,No,Based on Slovenian Police statistics
ACC_2023_08922,2023-02-28,18:55,0071,Ljubljana-Kranj,33.7,Direction B,Single vehicle accident,Minor,1,25,No,Based on Slovenian Police statistics
ACC_2023_10935,2023-03-01,09:41,0051,Ljubljana-Celje,19.2,Direction A,Multi-vehicle accident,Minor,3,29,No,Based on Slovenian Police statistics
ACC_2023_09988,2023-03-01,12:52,0031,Koper-Ljubljana,8.6,Direction A,Rear-end collision,Minor,2,52,No,Based on Slovenian Police statistics
ACC_2023_10133,2023-03-01,15:01,0041,Celje-Maribor,26.0,Both,Single vehicle accident,Minor,1,39,No,Based on Slovenian Police statistics
ACC_2023_10929,2023-03-01,16:26,0021,Ljubljana Ring,46.6,Direction B,Single vehicle accident,Minor,1,28,No,Based on Slovenian Police statistics
ACC_2023_08521,2023-03-01,18:26,0051,Ljubljana-Celje,32.7,Both,Rear-end collision,Major,2,75,No,Based on Slovenian Police statistics
ACC_2023_10699,2023-03-01,20:13,0091,Novo Mesto-Ljubljana,42.6,Direction A,Rear-end collision,Minor,2,27,No,Based on Slovenian Police statistics
ACC_2023_10788,2023-03-02,09:11,0071,Ljubljana-Kranj,46.6,Direction A,Side collision,Minor,2,48,No,Based on Slovenian Police statistics
ACC_2023_10288,2023-03-02,11:13,0071,Ljubljana-Kranj,39.2,Direction A,Side collision,Minor,2,45,No,Based on Slovenian Police statistics
ACC_2023_09817,2023-03-02,15:03,0041,Celje-Maribor,28.6,Direction B,Rear-end collision,Minor,2,45,No,Based on Slovenian Police statistics
ACC_2023_09254,2023-03-02,15:45,0031,Koper-Ljubljana,18.9,Both,Rear-end collision,Minor,2,41,No,Based on Slovenian Police statistics
ACC_2023_08552,2023-03-02,16:16,0071,Ljubljana-Kranj,32.3,Direction A,Multi-vehicle accident,Major,3,67,No,Based on Slovenian Police statistics
ACC_2023_08399,2023-03-03,07:08,0011,Bertoki HC,24.5,Direction A,Multi-vehicle accident,Fatal,3,133,No,Based on Slovenian Police statistics
ACC_2023_08643,2023-03-03,08:16,0031,Koper-Ljubljana,8.9,Direction B,Single vehicle accident,Minor,1,21,No,Based on Slovenian Police statistics
ACC_2023_08451,2023-03-03,09:21,0091,Novo Mesto-Ljubljana,25.9,Direction B,Single vehicle accident,Major,1,111,No,Based on Slovenian Police statistics
ACC_2023_09986,2023-03-03,09:36,0021,Ljubljana Ring,44.9,Both,Rear-end collision,Minor,2,59,No,Based on Slovenian Police statistics
ACC_2023_08966,2023-03-03,11:06,0041,Celje-Maribor,34.9,Direction B,Rear-end collision,Minor,2,31,Yes,Based on Slovenian Police statistics
ACC_2023_09440,2023-03-03,14:44,0091,Novo Mesto-Ljubljana,1.5,Both,Side collision,Minor,2,29,No,Based on Slovenian Police statistics
ACC_2023_11162,2023-03-03,15:27,0031,Koper-Ljubljana,27.4,Both,Rear-end collision,Minor,2,52,No,Based on Slovenian Police statistics
ACC_2023_09133,2023-03-04,07:11,0021,Ljubljana Ring,27.2,Both,Single vehicle accident,Minor,1,58,No,Based on Slovenian Police statistics
ACC_2023_09947,2023-03-04,08:31,0051,Ljubljana-Celje,49.6,Both,Rear-end collision,Minor,2,40,Yes,Based on Slovenian Police statistics
ACC_2023_10059,2023-03-04,09:37,0021,Ljubljana Ring,43.6,Direction B,Single vehicle accident,Minor,1,48,No,Based on Slovenian Police statistics
ACC_2023_08811,2023-03-04,10:15,0031,Koper-Ljubljana,29.7,Both,Side collision,Minor,2,34,No,Based on Slovenian Police statistics
ACC_2023_09851,2023-03-04,14:03,0041,Celje-Maribor,25.5,Direction B,Rear-end collision,Minor,2,22,No,Based on Slovenian Police statistics
ACC_2023_11143,2023-03-04,14:10,0031,Koper-Ljubljana,12.6,Both,Single vehicle accident,Minor,1,45,No,Based on Slovenian Police statistics
ACC_2023_08965,2023-03-04,14:42,0021,Ljubljana Ring,6.5,Direction B,Side collision,Minor,2,41,No,Based on Slovenian Police statistics
ACC_2023_09888,2023-03-04,17:39,0015a,Maribor HC,8.6,Direction A,Single vehicle accident,Minor,1,37,No,Based on Slovenian Police statistics
ACC_2023_11027,2023-03-04,20:17,0071,Ljubljana-Kranj,23.9,Both,Single vehicle accident,Minor,1,55,No,Based on Slovenian Police statistics
ACC_2023_10353,2023-03-04,23:57,0071,Ljubljana-Kranj,34.9,Both,Side collision,Minor,2,52,No,Based on Slovenian Police statistics
ACC_2023_09416,2023-03-05,00:14,0071,Ljubljana-Kranj,2.1,Both,Rear-end collision,Minor,2,39,No,Based on Slovenian Police statistics
ACC_2023_09759,2023-03-05,07:11,0031,Koper-Ljubljana,41.4,Both,Single vehicle accident,Minor,1,51,No,Based on Slovenian Police statistics
ACC_2023_10280,2023-03-05,07:40,0051,Ljubljana-Celje,24.0,Direction B,Rear-end collision,Minor,2,20,No,Based on Slovenian Police statistics
ACC_2023_10312,2023-03-05,09:47,0031,Koper-Ljubljana,48.3,Direction B,Side collision,Minor,2,34,No,Based on Slovenian Police statistics
ACC_2023_08748,2023-03-05,15:29,0071,Ljubljana-Kranj,32.7,Direction A,Rear-end collision,Minor,2,53,No,Based on Slovenian Police statistics
ACC_2023_08403,2023-03-05,16:32,0021,Ljubljana Ring,23.9,Direction B,Multi-vehicle accident,Fatal,4,237,Yes,Based on Slovenian Police statistics
ACC_2023_09222,2023-03-05,17:37,0021,Ljubljana Ring,4.4,Direction B,Single vehicle accident,Minor,1,37,No,Based on Slovenian Police statistics
ACC_2023_10572,2023-03-05,18:12,0011,Bertoki HC,19.8,Both,Single vehicle accident,Minor,1,32,Yes,Based on Slovenian Police statistics
ACC_2023_09421,2023-03-05,18:19,0081,Celje-Velenje,20.9,Direction B,Single vehicle accident,Minor,1,49,No,Based on Slovenian Police statistics
ACC_2023_09213,2023-03-06,04:49,0071,Ljubljana-Kranj,46.3,Direction B,Side collision,Minor,2,51,Yes,Based on Slovenian Police statistics
ACC_2023_09187,2023-03-06,17:01,0091,Novo Mesto-Ljubljana,13.0,Direction B,Rear-end collision,Minor,2,35,No,Based on Slovenian Police statistics
ACC_2023_10703,2023-03-06,18:04,0071,Ljubljana-Kranj,13.0,Both,Rear-end collision,Minor,2,56,No,Based on Slovenian Police statistics
ACC_2023_09066,2023-03-07,14:41,0051,Ljubljana-Celje,11.7,Direction A,Side collision,Minor,2,23,No,Based on Slovenian Police statistics
ACC_2023_11191,2023-03-07,15:01,0041,Celje-Maribor,7.4,Direction A,Side collision,Minor,2,59,No,Based on Slovenian Police statistics
ACC_2023_08820,2023-03-07,15:33,0051,Ljubljana-Celje,21.5,Direction A,Rear-end collision,Minor,2,46,Yes,Based on Slovenian Police statistics
ACC_2023_10344,2023-03-07,15:52,0091,Novo Mesto-Ljubljana,2.6,Direction A,Side collision,Minor,2,25,No,Based on Slovenian Police statistics
ACC_2023_09573,2023-03-07,17:05,0071,Ljubljana-Kranj,32.0,Direction B,Rear-end collision,Minor,2,20,No,Based on Slovenian Police statistics
ACC_2023_09157,2023-03-07,18:31,0081,Celje-Velenje,5.5,Direction B,Rear-end collision,Minor,2,20,No,Based on Slovenian Police statistics
ACC_2023_10644,2023-03-07,18:40,0121,Kranj-Bled,23.0,Direction B,Single vehicle accident,Minor,1,34,No,Based on Slovenian Police statistics
ACC_2023_08758,2023-03-07,18:47,0031,Koper-Ljubljana,44.6,Direction A,Multi-vehicle accident,Minor,3,36,No,Based on Slovenian Police statistics
ACC_2023_09600,2023-03-08,04:42,0051,Ljubljana-Celje,5.7,Both,Single vehicle accident,Minor,1,29,No,Based on Slovenian Police statistics
ACC_2023_09053,2023-03-08,08:30,0071,Ljubljana-Kranj,47.6,Both,Side collision,Minor,2,30,No,Based on Slovenian Police statistics
ACC_2023_10132,2023-03-08,08:49,0031,Koper-Ljubljana,15.0,Direction A,Side collision,Minor,2,58,No,Based on Slovenian Police statistics
ACC_2023_10391,2023-03-08,14:13,0161,Koper Port,37.0,Both,Single vehicle accident,Minor,1,46,No,Based on Slovenian Police statistics
ACC_2023_09913,2023-03-08,14:26,0071,Ljubljana-Kranj,4.5,Both,Rear-end collision,Minor,2,51,No,Based on Slovenian Police statistics
ACC_2023_09096,2023-03-08,14:39,0161,Koper Port,4.4,Direction A,Rear-end collision,Minor,2,51,No,Based on Slovenian Police statistics
ACC_2023_11146,2023-03-08,14:45,0091,Novo Mesto-Ljubljana,42.9,Both,Single vehicle accident,Minor,1,52,No,Based on Slovenian Police statistics
ACC_2023_10089,2023-03-08,17:13,0171,Bled-Austria Border,2.0,Both,Side collision,Minor,2,44,No,Based on Slovenian Police statistics
ACC_2023_09857,2023-03-08,17:56,0071,Ljubljana-Kranj,42.5,Direction A,Side collision,Minor,2,36,No,Based on Slovenian Police statistics
ACC_2023_09968,2023-03-08,18:16,0071,Ljubljana-Kranj,29.6,Direction A,Single vehicle accident,Minor,1,36,No,Based on Slovenian Police statistics
ACC_2023_08856,2023-03-08,18:19,0071,Ljubljana-Kranj,40.0,Direction B,Side collision,Minor,2,45,Yes,Based on Slovenian Police statistics
ACC_2023_08841,2023-03-09,05:37,0021,Ljubljana Ring,24.3,Both,Side collision,Minor,2,27,No,Based on Slovenian Police statistics
ACC_2023_10726,2023-03-09,08:07,0051,Ljubljana-Celje,35.7,Both,Multi-vehicle accident,Minor,3,58,No,Based on Slovenian Police statistics
ACC_2023_08585,2023-03-09,08:13,0051,Ljubljana-Celje,7.1,Direction B,Single vehicle accident,Minor,1,40,No,Based on Slovenian Police statistics
ACC_2023_09836,2023-03-09,08:43,0071,Ljubljana-Kranj,36.7,Direction B,Single vehicle accident,Minor,1,29,Yes,Based on Slovenian Police statistics
ACC_2023_10084,2023-03-09,08:47,0021,Ljubljana Ring,48.3,Direction A,Single vehicle accident,Minor,1,26,No,Based on Slovenian Police statistics
ACC_2023_09653,2023-03-09,09:39,0031,Koper-Ljubljana,39.2,Both,Rear-end collision,Minor,2,54,No,Based on Slovenian Police statistics
ACC_2023_10201,2023-03-09,15:13,0021,Ljubljana Ring,21.1,Both,Single vehicle accident,Minor,1,42,No,Based on Slovenian Police statistics
ACC_2023_09484,2023-03-09,17:40,0015a,Maribor HC,1.9,Direction B,Rear-end collision,Minor,2,40,Yes,Based on Slovenian Police statistics
ACC_2023_09518,2023-03-10,06:18,0091,Novo Mesto-Ljubljana,6.8,Both,Rear-end collision,Minor,2,47,No,Based on Slovenian Police statistics
ACC_2023_10452,2023-03-10,14:07,0121,Kranj-Bled,1.1,Both,Rear-end collision,Minor,2,42,No,Based on Slovenian Police statistics
ACC_2023_10030,2023-03-10,14:32,0091,Novo Mesto-Ljubljana,47.5,Both,Rear-end collision,Minor,2,30,No,Based on Slovenian Police statistics
ACC_2023_08456,2023-03-10,16:04,0071,Ljubljana-Kranj,17.0,Direction B,Single vehicle accident,Major,1,79,No,Based on Slovenian Police statistics
ACC_2023_10732,2023-03-10,17:02,0011,Bertoki HC,38.7,Both,Single vehicle accident,Minor,1,47,No,Based on Slovenian Police statistics
ACC_2023_10562,2023-03-10,17:52,0121,Kranj-Bled,11.4,Both,Side collision,Minor,2,55,Yes,Based on Slovenian Police statistics
ACC_2023_08475,2023-03-10,19:12,0161,Koper Port,23.2,Direction A,Side collision,Major,2,111,Yes,Based on Slovenian Police statistics
ACC_2023_10148,2023-03-11,01:06,0021,Ljubljana Ring,22.3,Direction A,Single vehicle accident,Minor,1,31,No,Based on Slovenian Police statistics
